Main_Account_ID,Main_Account_Name,Customer_type,Company_Status,Gross_Turnover,Amount,Invoice_count,Main_account_count,SKU_count,Cluster,Gross_Turnover_percluster,Amount_percluster,Invoice_count_percluster,Customer_count_percluster,GT_share%_incluster,Broadband and Internet Services,Business Solutions,Cloud and Hosting Services,Data and Analytics,Devices and Accessories,Digital Transformation Services,IoT and Smart Solutions,Mobile Services,Network and Infrastructure,Security and Privacy,Television and Entertainment,Cluster_Label
27162,Customer Group_2937,C,Normal,13591.8883,245,7,1,7,2,189788119.6013,15100916,63173,1405,0.01,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
271640,Customer Group_4451,A-B,Normal,636397.5587,475408,480,1,369,0,482424738.9238,44136513,177729,1886,0.13,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
27227,Customer Group_2511,A-B,Normal,30249.4628,370,10,1,12,0,482424738.9238,44136513,177729,1886,0.01,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
27238,Customer Group_407,A-B,Normal,67744.4913,512,30,1,27,0,482424738.9238,44136513,177729,1886,0.01,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
27303,Customer Group_2314,D,Normal,6643.1831999999995,38,5,1,5,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
27375,Customer Group_325,A-B,Normal,4521644.6941,557297,12,1,568,0,482424738.9238,44136513,177729,1886,0.94,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
27413,Customer Group_326,A-B,Normal,166863.3814,17690,132,1,200,0,482424738.9238,44136513,177729,1886,0.03,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
27432,Customer Group_2154,A-B,Normal,202765.2845,20770,37,1,27,1,54267509.927,6574665,16023,439,0.37,13.34,8.4,10.39,6.57,9.78,9.69,6.72,12.43,16.17,5.5,69.6,TV Focus
27435,Customer Group_758,D,Normal,2952.6114,693,12,1,18,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
274501,Customer Group_5560,D,Active,29281.4656,50,7,1,14,2,189788119.6013,15100916,63173,1405,0.02,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
274710,Customer Group_4452,A-B,Normal,515753.6628,19292,213,1,299,0,482424738.9238,44136513,177729,1886,0.11,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
275120,Customer Group_5652,D,Normal,62753.4959,122,12,1,17,2,189788119.6013,15100916,63173,1405,0.03,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
27529,Customer Group_2234,D,Normal,42751.6042,1876,26,1,21,2,189788119.6013,15100916,63173,1405,0.02,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
27543,Customer Group_2824,A-B,Normal,120053.5693,5755,110,1,197,2,189788119.6013,15100916,63173,1405,0.06,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
27549,Customer Group_1978,A-B,Normal,43601.9221,48679,26,1,22,2,189788119.6013,15100916,63173,1405,0.02,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
27569,Customer Group_1064,C,Normal,11547.0378,500,39,1,50,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
27617,Customer Group_1336,A-B,Active,601482.9172,12541,72,1,151,0,482424738.9238,44136513,177729,1886,0.12,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
27630,Customer Group_327,A-B,Normal,76465.0549,7554,72,1,135,0,482424738.9238,44136513,177729,1886,0.02,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
27653,Customer Group_760,D,Active,2381.6129,312,13,1,14,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
27660,Customer Group_2491,D,Active,3655.6245,34,4,1,14,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
27698,Customer Group_1635,A-B,Normal,367861.4669,16374,183,1,288,0,482424738.9238,44136513,177729,1886,0.08,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
27779,Customer Group_202,A-B,Active,382215.1198,21393,243,1,411,2,189788119.6013,15100916,63173,1405,0.2,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
27783,Customer Group_575,D,Normal,10036.08,435,16,1,47,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
27837,Customer Group_1057,A-B,Active,478.5679,21,4,1,7,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
27879,Customer Group_3467,D,Normal,16268.8624,177,3,1,24,2,189788119.6013,15100916,63173,1405,0.01,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
27927,Customer Group_1225,C,Normal,6254.0702,72,19,1,29,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
27943,Customer Group_1545,A-B,Normal,704348.15,1535,162,1,152,0,482424738.9238,44136513,177729,1886,0.15,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
27944,Customer Group_576,D,Active,8073.657499999999,190,7,1,12,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
27995,Customer Group_761,D,Normal,52722.0395,40,14,1,19,0,482424738.9238,44136513,177729,1886,0.01,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
280250,Customer Group_2639,A-B,Normal,3452.8100999999997,233,14,1,18,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
28056,Customer Group_1979,D,Normal,20432.5193,2041,23,1,28,2,189788119.6013,15100916,63173,1405,0.01,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
28135,Customer Group_2702,D,Normal,22958.2127,59,11,1,13,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
28197,Customer Group_2156,A-B,Normal,1283934.9836,70420,471,1,537,0,482424738.9238,44136513,177729,1886,0.27,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
28206,Customer Group_577,D,Normal,36007.6659,1330,16,1,52,0,482424738.9238,44136513,177729,1886,0.01,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
28231,Customer Group_3304,D,Normal,2893.225,24,1,1,1,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
28243,Customer Group_2572,D,Normal,3659.0245,475,5,1,10,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
283475,Customer Group_5466,D,Active,16897.4449,38,6,1,8,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
28379,Customer Group_762,D,Active,7592.3494,182,5,1,24,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
28412,Customer Group_1678,A-B,Normal,314188.1082,49916,69,1,41,0,482424738.9238,44136513,177729,1886,0.07,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
28423,Customer Group_2235,D,Normal,37167.2336,3713,27,1,54,2,189788119.6013,15100916,63173,1405,0.02,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
28482,Customer Group_1226,A-B,Normal,158607.16330000001,3577,70,1,125,0,482424738.9238,44136513,177729,1886,0.03,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
28586,Customer Group_763,D,Active,16114.2853,1821,36,1,58,2,189788119.6013,15100916,63173,1405,0.01,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
28637,Customer Group_3242,D,Normal,2758.884,796,3,1,3,1,54267509.927,6574665,16023,439,0.01,13.34,8.4,10.39,6.57,9.78,9.69,6.72,12.43,16.17,5.5,69.6,TV Focus
286400,Customer Group_4677,D,Normal,2995.5493,678,5,1,13,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
28648,Customer Group_285,A-B,Normal,3004345.7436,244294,1531,1,1351,0,482424738.9238,44136513,177729,1886,0.62,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
28685,Customer Group_286,A-B,Normal,291841.9698,21345,112,1,63,0,482424738.9238,44136513,177729,1886,0.06,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
28812,Customer Group_1980,C,Normal,37989.4386,911,19,1,27,0,482424738.9238,44136513,177729,1886,0.01,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
28825,Customer Group_425,A-B,Normal,439795.1951,31966,339,1,217,0,482424738.9238,44136513,177729,1886,0.09,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
28867,Customer Group_1437,A-B,Active,12064.0638,493,18,1,25,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
28962,Customer Group_1738,D,Normal,187271.7508,13280,94,1,171,0,482424738.9238,44136513,177729,1886,0.04,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
28972,Customer Group_1065,A-B,Active,113507.9891,6865,41,1,125,0,482424738.9238,44136513,177729,1886,0.02,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
290100,Customer Group_5004,D,Normal,100046.8713,567,14,1,18,2,189788119.6013,15100916,63173,1405,0.05,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
290120,Customer Group_5534,A-B,Active,11407.7806,227,7,1,10,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
290150,Customer Group_5509,D,Normal,3290.2455,25,2,1,2,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
29073,Customer Group_3001,D,Normal,4777.1998,50,10,1,12,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
29092,Customer Group_1227,A-B,Normal,1100051.9413,117770,244,1,273,0,482424738.9238,44136513,177729,1886,0.23,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
29105,Customer Group_1066,A-B,Normal,212658.1938,6926,64,1,83,0,482424738.9238,44136513,177729,1886,0.04,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
29106,Customer Group_579,D,Normal,9467.219500000001,440,5,1,3,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
29119,Customer Group_3092,A-B,Normal,261396.4688,5789,69,1,114,1,54267509.927,6574665,16023,439,0.48,13.34,8.4,10.39,6.57,9.78,9.69,6.72,12.43,16.17,5.5,69.6,TV Focus
29171,Customer Group_3093,D,Normal,7643.2031,139,7,1,8,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
29215,Customer Group_1067,A-B,Normal,11947.8174,721,19,1,32,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
29223,Customer Group_1228,C,Normal,77303.0287,2168,54,1,72,1,54267509.927,6574665,16023,439,0.14,13.34,8.4,10.39,6.57,9.78,9.69,6.72,12.43,16.17,5.5,69.6,TV Focus
29267,Customer Group_1546,D,Normal,18176.0455,636,25,1,48,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
29310,Customer Group_764,D,Active,4263.0055,47,7,1,12,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
29337,Customer Group_1229,A-B,Active,61308.3844,1275,34,1,77,0,482424738.9238,44136513,177729,1886,0.01,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
29405,Customer Group_1547,D,Normal,3613.8134999999997,355,7,1,10,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
294107,Customer Group_5220,D,Normal,76094.4016,4436,52,1,67,0,482424738.9238,44136513,177729,1886,0.02,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
294449,Customer Group_5016,A-B,Normal,54908.2519,3608,25,1,51,0,482424738.9238,44136513,177729,1886,0.01,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
294594,Customer Group_4453,A-B,Normal,240476.6789,17399,143,1,350,0,482424738.9238,44136513,177729,1886,0.05,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
294670,Customer Group_5627,D,Active,1899.149,21,2,1,6,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
295485,Customer Group_4815,C,Normal,57188.6117,925,39,1,41,2,189788119.6013,15100916,63173,1405,0.03,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
29549,Customer Group_2828,A-B,Normal,10224.0449,920,13,1,17,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
29564,Customer Group_1095,A-B,Active,311887.0542,14509,187,1,320,2,189788119.6013,15100916,63173,1405,0.16,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
29595,Customer Group_1529,A-B,Normal,1626.7564,41,5,1,12,1,54267509.927,6574665,16023,439,0.0,13.34,8.4,10.39,6.57,9.78,9.69,6.72,12.43,16.17,5.5,69.6,TV Focus
29629,Customer Group_502,A-B,Active,64554.856,5554,51,1,91,2,189788119.6013,15100916,63173,1405,0.03,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
29658,Customer Group_1636,A-B,Normal,470038.8319,22258,184,1,282,2,189788119.6013,15100916,63173,1405,0.25,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
29663,Customer Group_765,D,Normal,5320.8079,64,8,1,7,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
29753,Customer Group_1637,C,Normal,14188.2446,702,13,1,24,2,189788119.6013,15100916,63173,1405,0.01,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
29759,Customer Group_1069,A-B,Normal,111913.7808,6115,59,1,104,2,189788119.6013,15100916,63173,1405,0.06,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
29760,Customer Group_3437,A-B,Normal,209637.5011,2386,12,1,14,0,482424738.9238,44136513,177729,1886,0.04,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
29764,Customer Group_1739,D,Normal,43886.2647,356,12,1,15,0,482424738.9238,44136513,177729,1886,0.01,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
29820,Customer Group_1438,C,Normal,39502.133400000006,86,5,1,7,2,189788119.6013,15100916,63173,1405,0.02,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
29835,Customer Group_2940,C,Normal,17860.1705,1526,7,1,16,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
29842,Customer Group_3275,A-B,Active,8228.3138,537,10,1,28,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
29991,Customer Group_2549,D,Normal,32360.7693,132,8,1,29,2,189788119.6013,15100916,63173,1405,0.02,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
30012,Customer Group_2399,D,Active,5917.6463,290,11,1,9,1,54267509.927,6574665,16023,439,0.01,13.34,8.4,10.39,6.57,9.78,9.69,6.72,12.43,16.17,5.5,69.6,TV Focus
30024,Customer Group_2512,C,Normal,7183.8188,490,15,1,17,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
300499,Customer Group_5594,A-B,Normal,183090.3652,15689,60,1,129,0,482424738.9238,44136513,177729,1886,0.04,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
30057,Customer Group_766,D,Normal,9037.4626,97,9,1,15,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
30108,Customer Group_3801,A-B,Normal,1439.1831000000002,8,2,1,3,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
301810,Customer Group_4583,D,Normal,44279.9753,6763,50,1,90,0,482424738.9238,44136513,177729,1886,0.01,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
302070,Customer Group_5162,C,Normal,39521.3179,1968,7,1,17,1,54267509.927,6574665,16023,439,0.07,13.34,8.4,10.39,6.57,9.78,9.69,6.72,12.43,16.17,5.5,69.6,TV Focus
30214,Customer Group_2513,A-B,Active,82851.7435,9013,47,1,100,1,54267509.927,6574665,16023,439,0.15,13.34,8.4,10.39,6.57,9.78,9.69,6.72,12.43,16.17,5.5,69.6,TV Focus
302210,Customer Group_4474,A-B,Normal,447829.7244,15960,292,1,424,0,482424738.9238,44136513,177729,1886,0.09,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
302211,Customer Group_4474,A-B,Normal,86568.3279,5302,235,1,405,2,189788119.6013,15100916,63173,1405,0.05,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
30234,Customer Group_1512,C,Normal,149981.7029,14871,67,1,53,0,482424738.9238,44136513,177729,1886,0.03,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
302370,Customer Group_5334,A-B,Normal,6028.0422,113,3,1,3,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
30279,Customer Group_1982,A-B,Normal,31337.2392,1110,14,1,18,2,189788119.6013,15100916,63173,1405,0.02,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
30293,Customer Group_1230,A-B,Normal,580847.8167,14716,183,1,245,0,482424738.9238,44136513,177729,1886,0.12,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
30313,Customer Group_1571,A-B,Active,4149.879,1253,13,1,17,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
303201,Customer Group_2706,A-B,Normal,844196.8091,83707,914,1,1082,0,482424738.9238,44136513,177729,1886,0.17,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
30329,Customer Group_3361,C,Normal,384.0125,161,2,1,3,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
30345,Customer Group_3752,A-B,Normal,14466.751199999999,917,6,1,4,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
303550,Customer Group_4584,D,Normal,45617.3231,3231,113,1,152,0,482424738.9238,44136513,177729,1886,0.01,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
30370,Customer Group_1456,A-B,Normal,212626.1537,13874,81,1,156,0,482424738.9238,44136513,177729,1886,0.04,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
303980,Customer Group_5578,D,Normal,13447.4927,153,17,1,22,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
304100,Customer Group_4454,A-B,Normal,1202277.785,17756,122,1,153,0,482424738.9238,44136513,177729,1886,0.25,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
30457,Customer Group_1231,C,Normal,103370.7237,49970,56,1,50,2,189788119.6013,15100916,63173,1405,0.05,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
304570,Customer Group_4455,A-B,Normal,406020.4984,211054,151,1,426,0,482424738.9238,44136513,177729,1886,0.08,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
304970,Customer Group_5236,C,Normal,147619.05969999998,11027,70,1,243,0,482424738.9238,44136513,177729,1886,0.03,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
305160,Customer Group_3453,A-B,Normal,12660.5632,69,17,1,20,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
305350,Customer Group_5221,C,Normal,48421.0532,87,4,1,4,0,482424738.9238,44136513,177729,1886,0.01,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
305356,Customer Group_4816,A-B,Normal,2502003.7558,47956,310,1,349,0,482424738.9238,44136513,177729,1886,0.52,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
305379,Customer Group_4456,A-B,Normal,303471.9772,171247,331,1,213,0,482424738.9238,44136513,177729,1886,0.06,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
305505,Customer Group_5292,C,Active,61712.4986,3378,45,1,91,2,189788119.6013,15100916,63173,1405,0.03,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
305535,Customer Group_4899,A-B,Normal,3284096.3208,534725,386,1,346,0,482424738.9238,44136513,177729,1886,0.68,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
305590,Customer Group_4458,A-B,Normal,23512.5722,613,24,1,25,1,54267509.927,6574665,16023,439,0.04,13.34,8.4,10.39,6.57,9.78,9.69,6.72,12.43,16.17,5.5,69.6,TV Focus
305599,Customer Group_1180,A-B,Active,54.5061,1,1,1,1,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
305630,Customer Group_5744,D,Normal,24173.31,1940,5,1,4,2,189788119.6013,15100916,63173,1405,0.01,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
30569,Customer Group_2612,C,Active,5104.8171,116,12,1,17,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
30575,Customer Group_3822,C,Active,2596.681,4,3,1,3,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
305880,Customer Group_4770,A-B,Active,13082.3733,2317,37,1,57,2,189788119.6013,15100916,63173,1405,0.01,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
305885,Customer Group_5380,C,Normal,3512.7402,18,3,1,3,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
30598,Customer Group_2735,D,Active,3125.3026,327,3,1,4,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
30604,Customer Group_3220,D,Normal,454.8658,3,2,1,2,2,189788119.6013,15100916,63173,1405,0.0,7.71,5.98,27.18,16.75,21.84,7.61,12.84,34.4,15.55,25.37,12.22,Cloud & Mobile
306120,Customer Group_5244,D,Normal,42359.4515,333,6,1,21,0,482424738.9238,44136513,177729,1886,0.01,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
30625,Customer Group_1864,C,Normal,14520.2413,2863,23,1,25,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
30649,Customer Group_1232,C,Normal,5018.4755,751,10,1,22,0,482424738.9238,44136513,177729,1886,0.0,23.74,14.38,8.33,5.66,10.0,19.81,2.09,9.5,42.61,4.47,13.68,Network Focus
